,INCOME,WEALTH1,WWIIVETS,FEDGOV,WEALTH2,CARDPROM,CARDPM12,NUMPRM12,RAMNTALL,NGIFTALL,MINRAMNT,MAXRAMNT,LASTGIFT,AVGGIFT,RFA_2F,elapsed_MINRDATE,elapsed_MAXRDATE,elapsed_LASTDATE,LASTGIFTAMOUNTCATEGORY,MDONOR_GIVING_RECENCY
262,-6.661338147750939e-17,0.6,-1.0,-1.0,0.42222222222222217,-0.03333333333333344,-0.368421052631579,-0.6883116883116883,-0.9446790540540541,-0.9152542372881356,-0.99,-0.9779779779779779,-0.88,-0.9525103704762988,-0.33333333333333326,-0.13820111167256188,-0.8432127277392866,0.7382645803698438,0.9999999999999996,-1.0
269,0.9999999999999998,0.5111111111111111,-0.8383838383838383,-0.8390804597701149,0.33333333333333326,0.09999999999999987,-0.368421052631579,-0.6623376623376623,-0.9151182432432432,-0.7203389830508474,-0.99,-0.9935935935935936,-0.97,-0.9781315472833361,1.0,-0.4610914603335018,-0.38234539389273803,0.21763869132290203,0.3333333333333335,-1.0
273,0.33333333333333326,1.0,-0.5959595959595959,-0.9080459770114943,1.0,0.06666666666666665,-0.4736842105263158,-0.7402597402597402,-0.9569256756756757,-0.576271186440678,-0.996,-0.9979979979979979,-0.99,-0.994053979766643,1.0,-0.7920667003537141,-0.8124198101103413,0.5647226173541959,-1.0,-1.0
278,0.33333333333333326,0.7777777777777777,-0.8383838383838383,-0.9770114942528736,0.6444444444444443,-0.5666666666666668,-0.368421052631579,-0.7402597402597402,-0.9869087837837838,-0.9915254237288136,-0.95,-0.9819819819819819,-0.9,-0.9274781862394232,-0.9999999999999999,-0.7152602324406266,-0.8352578906851424,0.826458036984353,0.9999999999999996,-1.0
294,0.33333333333333326,-0.7777777777777778,-0.6363636363636364,-0.26436781609195403,-0.7777777777777778,-0.06666666666666676,-0.368421052631579,-0.6363636363636364,-0.9394003378378378,-0.8728813559322034,-0.99,-0.991991991991992,-0.96,-0.9650264625947367,-0.9999999999999999,-0.3153107630116221,-0.4996150885296382,0.12944523470839275,0.3333333333333335,-1.0
308,0.0,-0.24444444444444446,0.030303030303030498,-0.9770114942528736,-0.33333333333333337,-0.06666666666666676,-0.26315789473684215,-0.4545454545454545,-0.9607263513513513,-0.8559322033898304,-0.994,-0.995995995995996,-0.98,-0.9804351626685457,1.0,-0.26882263769580605,-0.41390813446240693,-0.47652916073968754,0.3333333333333335,-1.0
310,-0.13333333333333336,0.42222222222222217,-0.3737373737373737,-0.9540229885057472,-0.2888888888888889,-0.8333333333333335,-0.4736842105263158,-0.7402597402597402,-0.9816300675675675,-1.0,-1.0,-0.9619619619619619,-1.0,-0.8023172650550451,-0.9999999999999999,-1.0,-0.9060816012317167,-1.0,0.9999999999999996,-1.0
318,-1.0,-0.15555555555555559,-0.3535353535353535,-0.7931034482758621,-0.5555555555555556,0.1333333333333333,-0.1578947368421053,-0.4285714285714285,-0.9645270270270271,-0.8305084745762712,-0.99,-0.9967967967967968,-0.974,-0.9853144519144331,-0.33333333333333326,-0.9843355229914099,-1.0,-1.0,-0.3333333333333335,-1.0
350,-0.2,-0.2888888888888889,-0.09090909090909083,-0.9770114942528736,-0.7777777777777778,0.033333333333333215,-0.4736842105263158,-0.6623376623376623,-0.8553631756756757,-0.576271186440678,-0.99,-0.9939939939939939,-0.97,-0.9751669513459882,1.0,-0.2842344618494188,-0.1950218116499871,-0.04125177809388347,0.3333333333333335,-1.0
366,0.6666666666666667,-0.7777777777777778,0.6161616161616164,-0.9310344827586207,0.3777777777777777,-0.6000000000000001,-0.26315789473684215,-0.4285714285714285,-0.9647381756756757,-0.9661016949152542,-0.98,-0.9819819819819819,-0.9,-0.9304820483478483,-0.9999999999999999,-0.8842849924204144,-0.9135232229920451,-0.6500711237553345,0.9999999999999996,-1.0
371,0.33333333333333326,0.7777777777777777,-0.3535353535353535,-0.9770114942528736,0.5555555555555554,-0.03333333333333344,-0.368421052631579,-0.24675324675324672,-0.8733108108108109,-0.9322033898305084,-0.994,-0.9611611611611611,-0.796,-0.8661771483973415,-0.9999999999999999,-0.24608388074785248,-0.882473697716192,0.3029871977240397,0.9999999999999996,1.0
377,-0.6666666666666666,-0.11111111111111116,0.3333333333333335,-0.7931034482758621,0.11111111111111116,-2.220446049250313e-16,-0.368421052631579,-0.7142857142857143,-0.9852195945945946,-0.847457627118644,-0.996,-0.9991991991991992,-0.988,-0.9938266493010157,0.3333333333333335,-0.5611419909044972,-0.3666923274313574,0.391180654338549,-1.0,-1.0
386,-1.0,1.0,-0.21212121212121204,-1.0,1.0,-0.26666666666666683,-0.5789473684210527,-0.7922077922077921,-0.9780405405405406,-0.8644067796610169,-0.994,-0.9971971971971971,-0.976,-0.9887923128054644,-0.33333333333333326,-0.6766043456291057,-0.16371567872722603,0.04125177809388347,-0.3333333333333335,-1.0
389,0.33333333333333326,0.11111111111111116,-0.7171717171717171,-0.9080459770114943,0.11111111111111116,0.46666666666666656,0.5789473684210527,0.038961038961039085,-0.78125,-0.6949152542372881,-0.99,-0.9819819819819819,-0.912,-0.9457990389194402,-0.9999999999999999,-0.4997473471450228,-0.8668206312548113,-0.9118065433854907,0.9999999999999996,-1.0
400,0.0,0.5555555555555554,1.0,-1.0,0.5555555555555554,-0.10000000000000009,-0.052631578947368474,-0.22077922077922074,-0.9047719594594594,-0.8305084745762712,-0.99,-0.9895895895895895,-0.95,-0.9583273732899162,1.0,-0.44618494188984337,-0.9291762894534257,-0.3029871977240397,0.9999999999999996,-1.0
415,-0.33333333333333326,-0.7777777777777778,0.49494949494949503,-0.9080459770114943,-0.7777777777777779,-0.16666666666666674,-0.368421052631579,-0.6883116883116883,-0.9904983108108109,-0.8813559322033898,-0.996,-1.0,-0.99,-0.9948314499593766,1.0,-0.061394643759474565,-0.5152681549910187,0.12944523470839275,-1.0,-1.0
422,-0.13333333333333336,0.022222222222222143,-0.09090909090909083,-0.8390804597701149,-0.33333333333333337,-0.5000000000000001,-0.6842105263157895,-0.8961038961038961,-0.9894425675675675,-0.8983050847457626,-0.996,-0.9979979979979979,-0.99,-0.9928699536765844,0.3333333333333335,-0.8377968671045983,-0.7415960995637669,0.5647226173541959,-1.0,-1.0
424,-0.5333333333333332,0.28888888888888886,-0.6767676767676767,-1.0,0.11111111111111116,-0.03333333333333344,-0.4736842105263158,-0.7142857142857143,-0.9839527027027027,-0.6440677966101696,-0.999,-1.0,-0.994,-0.9984298749553999,1.0,-0.2842344618494188,-0.8668206312548113,0.21763869132290203,-1.0,-1.0
443,0.33333333333333326,-0.5555555555555556,-0.41414141414141414,-0.8850574712643678,-0.11111111111111116,0.06666666666666665,-0.4736842105263158,-0.06493506493506485,-0.7392166385135135,-0.4067796610169492,-0.99986,-0.9819819819819819,-0.96,-0.967372577620341,1.0,-0.2842344618494188,-0.7415960995637669,-0.47652916073968754,0.9999999999999996,-1.0
459,-0.33333333333333337,-0.28888888888888886,-0.5757575757575757,-0.9310344827586207,-1.0,-0.20000000000000007,-0.5789473684210527,-0.7922077922077921,-0.9714949324324325,-0.8559322033898304,-0.994,-0.9979979979979979,-0.98,-0.9861091244298387,-0.9999999999999999,-0.23850429509853455,-0.2501924557351809,0.9118065433854907,-0.3333333333333335,-1.0
461,0.9999999999999998,1.0,-0.41414141414141414,-0.9770114942528736,1.0,0.033333333333333215,-0.052631578947368474,-0.4545454545454545,-0.9626266891891893,-0.8644067796610169,-0.99,-0.991991991991992,-0.99,-0.9801930212799032,0.3333333333333335,-0.9843355229914099,-0.7965101360020529,-0.8236130867709814,-0.3333333333333335,-1.0
477,0.33333333333333326,0.5555555555555554,-0.797979797979798,-0.8160919540229885,0.5555555555555554,0.06666666666666665,-0.368421052631579,-0.22077922077922074,-0.8929476351351352,-0.788135593220339,-0.98,-0.9619619619619619,-0.8,-0.9625232441710491,-0.9999999999999999,-0.5922182920667004,-0.882473697716192,-0.47652916073968754,0.9999999999999996,0.0
500,-0.6666666666666666,-0.022222222222222254,0.4343434343434345,-0.8850574712643678,0.11111111111111116,-0.2333333333333334,-0.26315789473684215,0.35064935064935066,-0.9436233108108109,-0.7457627118644068,-0.99,-0.9939939939939939,-0.99,-0.9844869671144045,0.3333333333333335,-0.976755937342092,-0.3122915062868874,-0.7382645803698438,-0.3333333333333335,-1.0
503,0.33333333333333326,0.7777777777777777,-0.5555555555555556,-0.9080459770114943,0.02222222222222219,-0.40000000000000013,-0.5789473684210527,-0.7922077922077921,-0.9881756756756757,-0.8898305084745762,-0.994,-0.9995995995995995,-0.99,-0.9927049063080248,1.0,-0.2306720565942395,-0.3122915062868874,-0.04125177809388347,-1.0,-1.0
504,-0.6666666666666666,-0.11111111111111116,-1.0,-1.0,-0.11111111111111116,-0.30000000000000016,-0.6842105263157895,-0.35064935064935066,-0.9320101351351352,-0.9067796610169492,-0.96,-0.9819819819819819,-0.9,-0.946669527487027,-0.33333333333333326,-0.38428499242041436,-0.8196048242237618,1.0,0.9999999999999996,-1.0
513,-1.0,0.11111111111111116,0.696969696969697,-0.9310344827586207,-0.2888888888888889,-0.7666666666666668,-0.6842105263157895,-0.8961038961038961,-0.9953547297297297,-0.9661016949152542,-0.99,-0.9979979979979979,-0.98,-0.9885567157773998,0.3333333333333335,-0.8918645780697323,-0.9135232229920451,-0.04125177809388347,-0.3333333333333335,-1.0
526,0.33333333333333326,1.0,-0.3939393939393939,-0.7701149425287357,1.0,-0.16666666666666674,-0.4736842105263158,-0.7142857142857143,-0.9727618243243243,-0.9152542372881356,-0.98,-0.9939939939939939,-0.976,-0.976723319592877,-0.9999999999999999,-0.8223850429509854,-0.16371567872722603,0.21763869132290203,-0.3333333333333335,-1.0
534,-0.6666666666666666,-0.33333333333333337,-0.3737373737373737,-0.9540229885057472,-0.5555555555555556,0.06666666666666665,-0.4736842105263158,-0.7662337662337662,-0.9227195945945946,-0.6186440677966101,-0.996,-0.9895895895895895,-0.974,-0.986075264470405,0.3333333333333335,-0.36104092976250635,-0.7965101360020529,0.826458036984353,-0.3333333333333335,-1.0
535,-1.0,-1.0,-0.5757575757575757,-1.0,-1.0,-0.16666666666666674,-0.26315789473684215,-0.16883116883116878,-0.8680320945945946,-0.8813559322033898,-0.994,-0.9419419419419419,-0.7,-0.9173985600540422,-0.33333333333333326,-0.3461344113188478,-0.9920451629458558,-0.9118065433854907,0.9999999999999996,-0.5
539,-1.0,0.33333333333333326,-0.2929292929292928,-1.0,0.11111111111111116,0.19999999999999996,-0.1578947368421053,-0.5584415584415584,-0.9180848817567567,-0.576271186440678,-0.994,-0.994014014014014,-0.978,-0.9868309675464457,1.0,-0.09954522486104089,0.14831921991275343,0.47652916073968665,-0.3333333333333335,-1.0
542,0.9999999999999998,0.33333333333333326,-0.33333333333333326,-1.0,0.11111111111111116,-0.16666666666666674,-0.368421052631579,-0.6363636363636364,-0.9005489864864865,-0.6779661016949152,-0.994,-0.991991991991992,-0.966,-0.9777222729594912,1.0,-0.42294087923193535,-0.8352578906851424,0.12944523470839275,0.9999999999999996,-1.0
553,0.6666666666666667,0.33333333333333326,-0.050505050505050386,-0.8620689655172413,0.02222222222222221,-0.5000000000000001,-0.6842105263157895,-0.8181818181818181,-0.9864864864864865,-0.8644067796610169,-0.998,-0.9995995995995995,-0.99,-0.9935042533677587,0.3333333333333335,-0.3764527539161193,-0.3122915062868874,-1.0,-1.0,-1.0
555,-0.6666666666666666,-0.5555555555555556,-0.4747474747474747,-0.8850574712643678,-0.5555555555555556,-0.03333333333333344,-0.7894736842105263,-0.5324675324675324,-0.9298986486486487,-0.7033898305084745,-0.99,-0.9975975975975976,-0.98,-0.9833833977018456,-0.9999999999999999,-0.3153107630116221,-0.5311778290993071,-0.04125177809388347,-0.3333333333333335,-1.0
615,0.9999999999999998,0.5555555555555554,-0.19191919191919182,-1.0,0.5555555555555554,-0.13333333333333341,-0.5789473684210527,-0.7922077922077921,-0.9377111486486487,-0.7372881355932204,-0.994,-0.995995995995996,-0.974,-0.9832999570876559,1.0,-0.08413340070742792,-0.8901719271234283,0.12944523470839275,0.3333333333333335,-1.0
618,0.2666666666666667,0.33333333333333326,-0.31313131313131304,-0.9310344827586207,0.33333333333333326,0.09999999999999987,-0.368421052631579,-0.37662337662337664,-0.6997466216216217,-0.8389830508474576,-0.99,-0.9395395395395395,-0.85,-0.858890001430384,-0.9999999999999999,-0.11495704901465387,-0.6171413908134462,0.826458036984353,0.9999999999999996,1.0
625,-0.6666666666666666,-0.15555555555555556,-0.3939393939393939,-0.9310344827586207,-0.11111111111111116,-0.3333333333333335,-0.368421052631579,-0.06493506493506485,-0.7060810810810811,-0.8898305084745762,-0.99,-0.9219219219219219,-0.8,-0.8016020597854128,-0.33333333333333326,-0.5384032339565438,-0.827559661277906,-0.7382645803698438,0.9999999999999996,-0.5
629,-0.33333333333333326,0.24444444444444438,-0.3737373737373737,-0.9770114942528736,0.7777777777777777,-0.06666666666666676,-0.368421052631579,-0.6883116883116883,-0.9803631756756757,-0.7627118644067796,-0.994,-0.9979979979979979,-0.994,-0.9952549830076671,1.0,-0.8918645780697323,-0.2501924557351809,0.21763869132290203,-1.0,-1.0
633,-0.33333333333333326,0.28888888888888886,0.11111111111111116,-1.0,0.11111111111111116,0.033333333333333215,-0.368421052631579,-0.5324675324675324,-0.9761402027027027,-0.7627118644067796,-0.996,-0.9991991991991992,-0.986,-0.9938738969808327,1.0,-0.38428499242041436,-0.8745188606620478,0.391180654338549,-1.0,-1.0
653,-0.33333333333333326,-0.11111111111111116,-0.3939393939393939,-0.5402298850574713,-0.5555555555555556,0.033333333333333215,-0.4736842105263158,-0.6883116883116883,-0.9698057432432433,-0.7372881355932204,-0.994,-0.995995995995996,-0.99,-0.9928121870976686,1.0,-0.7609903991915109,-0.7965101360020529,-0.04125177809388347,-1.0,-1.0
673,0.4666666666666666,0.02222222222222219,-0.23232323232323226,-0.9770114942528736,0.3333333333333333,-0.5000000000000001,-0.368421052631579,-0.6883116883116883,-0.9700168918918919,-0.983050847457627,-0.96,-0.9619619619619619,-0.8,-0.8991083774369634,-0.9999999999999999,-0.7230924709449217,-0.8981267641775725,0.12944523470839275,0.9999999999999996,-1.0
692,0.0,0.5555555555555554,-0.6363636363636364,-0.9080459770114943,0.5555555555555554,-0.03333333333333344,-0.368421052631579,-0.6623376623376623,-0.9081503378378378,-0.8220338983050848,-0.99,-0.98998998998999,-0.99,-0.9617950351743391,-0.33333333333333326,-0.9075290550783224,-0.5311778290993071,0.04125177809388347,0.3333333333333335,-1.0
722,0.0,0.7777777777777777,0.1313131313131315,-0.9540229885057472,0.7777777777777777,0.06666666666666665,-0.368421052631579,-0.6623376623376623,-0.9685388513513513,-0.7966101694915254,-0.994,-0.9979979979979979,-0.986,-0.9895980546416538,1.0,-0.030570995452248617,-0.5311778290993071,0.04125177809388347,-1.0,-1.0
725,0.6666666666666667,0.33333333333333326,-0.6161616161616161,-0.9770114942528736,0.5555555555555554,0.033333333333333215,-0.368421052631579,-0.6623376623376623,-0.9022381756756757,-0.711864406779661,-0.99,-0.991991991991992,-0.98,-0.9753397225003294,1.0,-0.5227387569479536,-0.48396202206825756,-0.04125177809388347,0.3333333333333335,-1.0
727,-0.6666666666666666,-0.33333333333333337,-0.3535353535353535,-0.8850574712643678,-0.5555555555555556,-2.220446049250313e-16,-0.368421052631579,-0.06493506493506485,-0.9087837837837838,-0.8813559322033898,-0.99,-0.9811811811811811,-0.95,-0.9431650216938644,-0.33333333333333326,-0.09954522486104089,-0.6951501154734411,-0.6500711237553345,0.9999999999999996,-1.0
740,0.9999999999999998,-0.6444444444444445,-0.13131313131313127,-0.9540229885057472,-0.5555555555555556,-0.10000000000000009,-0.368421052631579,-0.2727272727272727,-0.879856418918919,-0.7457627118644068,-0.99,-0.98998998998999,-0.94,-0.9649780132066663,-0.33333333333333326,-0.17660434562910554,-0.7808570695406722,0.391180654338549,0.9999999999999996,-1.0
744,0.0,0.19999999999999993,-0.41414141414141414,-0.9770114942528736,0.33333333333333326,-0.3666666666666668,-0.368421052631579,-0.6883116883116883,-0.9600929054054055,-0.983050847457627,-0.9,-0.9619619619619619,-0.8,-0.8677347065280809,-0.9999999999999999,-0.5997978777160182,-0.8901719271234283,0.21763869132290203,0.9999999999999996,-1.0
746,-1.0,-0.7777777777777778,-1.0,-0.8850574712643678,0.24444444444444438,-0.43333333333333346,-0.1578947368421053,-0.2727272727272727,-0.9888091216216216,-0.8983050847457626,-0.994,-0.9991991991991992,-0.988,-0.9924078210446576,1.0,-0.7301667508842851,-0.7415960995637669,-0.21479374110953042,-1.0,-1.0
767,-0.6666666666666666,0.11111111111111105,-0.3939393939393939,-0.9540229885057472,-0.15555555555555559,-0.9333333333333335,-0.7894736842105263,-0.8961038961038961,-0.996410472972973,-1.0,-0.94,-0.98998998998999,-0.94,-0.9424974967815486,-0.9999999999999999,-0.8996968165740273,-0.8981267641775725,0.12944523470839275,0.9999999999999996,-1.0
770,0.0,0.7777777777777777,-0.5353535353535352,-0.7471264367816092,1.0,0.033333333333333215,-0.5789473684210527,-0.8181818181818181,-0.9611486486486487,-0.6610169491525424,-0.996,-0.9991991991991992,-0.986,-0.9929526115457876,0.3333333333333335,-0.7074279939363315,-0.8668206312548113,0.47652916073968665,-1.0,-1.0
771,-1.0,0.33333333333333326,0.41414141414141437,-0.9540229885057472,0.11111111111111116,-0.16666666666666674,-0.368421052631579,-0.2987012987012987,-0.9442567567567568,-0.847457627118644,-0.996,-0.991991991991992,-0.97,-0.973379307230411,-0.33333333333333326,-0.2766548762001011,-0.7965101360020529,-1.0,0.3333333333333335,-1.0
774,-0.33333333333333326,-1.0,-1.0,-1.0,-1.0,0.06666666666666665,-0.368421052631579,-0.7662337662337662,-0.9706503378378378,-0.771186440677966,-0.996,-0.9979979979979979,-0.986,-0.9917036189385497,0.3333333333333335,-0.5611419909044972,-0.2501924557351809,0.21763869132290203,-1.0,-1.0
779,0.9999999999999998,0.6888888888888888,-0.1515151515151515,-0.8850574712643678,0.33333333333333326,-0.16666666666666674,-0.052631578947368474,0.14285714285714302,-0.9288429054054055,-0.8389830508474576,-0.988,-0.9927927927927928,-0.974,-0.9675296810184242,1.0,-0.914855987872663,-0.9920451629458558,-1.0,0.3333333333333335,-1.0
806,0.33333333333333326,-0.11111111111111116,-0.23232323232323226,-1.0,0.02222222222222219,-0.4666666666666668,-0.6842105263157895,-0.8701298701298701,-0.9820523648648649,-0.8813559322033898,-0.994,-0.9979979979979979,-0.99,-0.9894912506556433,0.3333333333333335,-0.08413340070742792,-0.5622273543751604,0.12944523470839275,-1.0,-1.0
808,0.0,0.33333333333333326,-0.23232323232323226,-0.7701149425287357,0.4666666666666667,-0.8333333333333335,-0.4736842105263158,-0.7402597402597402,-0.9932432432432433,-1.0,-0.91,-0.9839839839839839,-0.91,-0.9124588756972979,-0.9999999999999999,-0.8918645780697323,-0.8901719271234283,0.21763869132290203,0.9999999999999996,-1.0
